Collection Number,Passed Inspection,Note,Title,URL Title,Publisher,Article Text,Article Image,AMP Image Version,Image Description,Browse Link
2144,false,2144.php has been marked for review (Null image) (Null image description),Stacks: Idaho's Digital Repository - Idaho Bureau of Occupational Licenses,StacksIdahosDigitalRepositoryIdahoBureauofOccupationalLicenses,Published by <a href="../partners/341.php">Idaho Commission for Libraries</a>,<p></p>%newline%<p>[Stacks]%comma% the Idaho Digital Repository%comma% is a cooperative project of the Idaho Commission for Libraries and all state agencies. It is a searchable centralized collection of digital publications that are created by state agencies for the purpose of public information. </p>%newline%<p>This collection from Stacks contains documents from the Idaho Bureau of Occupational Licenses. </p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Stacks:+Idaho's+Digital+Repository+-+Idaho+Bureau+of+Occupational+Licenses">Browse all records in Stacks: Idaho's Digital Repository - Idaho Bureau of Occupational Licenses</a></p>,
2172,false,2172.php has been marked for review (Null partner),Montana State University (MSU) Historical Photographs Collection,MontanaStateUniversityMSUHistoricalPhotographsCollection,Published by <a href="../partners/317.php"></a>,<p></p>%newline%<p>The Montana State University Archives holds over 34%comma%000 volumes and 1%comma%200 linear feet of archive manuscript materials. In addition to the manuscript materials%comma% there are also archived microforms%comma% sound recordings%comma% film and video recordings%comma% unique maps and historical photographs. Over 4%comma%000 of these historical photographs are of Montana State University from 1893 through the 1960s. These unique MSU historical photos include early 20th century campus student activities and clubs%comma% campus grounds and buildings%comma% historical events%comma% and prominent alumni%comma% faculty%comma% and administrators.</p>%newline%<p>In 2012%comma% Montana State University Archives and Montana State University Library Digital Initiatives launched the Montana State University (MSU) Historical Photographs Database Project%comma% an on-going%comma% long-term project focused on providing Montana State University historical photographs online and in easily accessible downloadable JPEG format.</p>%newline%</p>,<img src="../images/collection_images/collection2172.jpg" alt="Patty Crow from Roberts%comma% MT Shows the Texture of Bread She Baked" width="400" height="497" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2172.jpg" alt="Patty Crow from Roberts%comma% MT Shows the Texture of Bread She Baked" width="400" height="497" layout = "responsive"></amp-img>,<a href="http://arc.lib.montana.edu/msu-photos/item/1333" target="_blank">Patty Crow from Roberts%comma% MT Shows the Texture of Bread She Baked</a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Montana+State+University+(MSU)+Historical+Photographs+Collection">Browse all records in Montana State University (MSU) Historical Photographs Collection</a></p>,
2178,false,2178.php has been marked for review (Null image) (Null image description),Robert W. Limbert Collection,RobertWLimbertCollection,Published by <a href="../partners/365.php">Boise State University - Albertsons Library</a>,<p></p>%newline%<p>&nbsp;</p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Robert+W.+Limbert+Collection">Browse all records in Robert W. Limbert Collection</a></p>,
2179,false,2179.php has been marked for review (Null image) (Null image description),Nell Shipman Collection,NellShipmanCollection,Published by <a href="../partners/365.php">Boise State University - Albertsons Library</a>,<p></p>%newline%<p>&nbsp;</p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Nell+Shipman+Collection">Browse all records in Nell Shipman Collection</a></p>,
2180,false,2180.php has been marked for review (Null image) (Null image description),Boise (ID) Development Collection,BoiseIDDevelopmentCollection,Published by <a href="../partners/365.php">Boise State University - Albertsons Library</a>,<p></p>%newline%<p>&nbsp;</p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Boise+(ID)+Development+Collection">Browse all records in Boise (ID) Development Collection</a></p>,
2181,false,2181.php has been marked for review (Null partner) (Null image) (Null image description),Henderson (NV) Memories,HendersonNVMemories,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Henderson+(NV)+Memories">Browse all records in Henderson (NV) Memories</a></p>,
2182,false,2182.php has been marked for review (Null partner) (Null image) (Null image description),Basic Magnesium%comma% Inc. Newsletters,BasicMagnesiumIncNewsletters,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Basic+Magnesium%comma%+Inc.+Newsletters">Browse all records in Basic Magnesium%comma% Inc. Newsletters</a></p>,
2183,false,2183.php has been marked for review (Null partner) (Null image) (Null image description),Women of St. Rose,WomenofStRose,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Women+of+St.+Rose">Browse all records in Women of St. Rose</a></p>,
2184,false,2184.php has been marked for review (Null partner) (Null image) (Null image description),Henderson (NV) Industrial Days,HendersonNVIndustrialDays,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Henderson+(NV)+Industrial+Days">Browse all records in Henderson (NV) Industrial Days</a></p>,
2185,false,2185.php has been marked for review (Null partner) (Null image) (Null image description),Henderson (NV) Chamber of Commerce,HendersonNVChamberofCommerce,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Henderson+(NV)+Chamber+of+Commerce">Browse all records in Henderson (NV) Chamber of Commerce</a></p>,
2186,false,2186.php has been marked for review (Null partner) (Null image) (Null image description),Henderson (NV) Coordinating Council Records,HendersonNVCoordinatingCouncilRecords,Published by <a href="../partners/349.php"></a>,<p></p>%newline%<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Henderson+(NV)+Coordinating+Council+Records">Browse all records in Henderson (NV) Coordinating Council Records</a></p>,
2199,false,2199.php has been marked for review (Null image) (Null image description) (Null Article Text),Alf Engen Papers,AlfEngenPapers,Published by <a href="../partners/101.php">University of Utah - J. Willard Marriott Library</a>,<p></p>%newline%</p>,,,,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Alf+Engen+Papers">Browse all records in Alf Engen Papers</a></p>,
2286,false,2286.php has been marked for review (Null Article Text),Cedar City (Utah) City and Cemetery Map,CedarCityUtahCityandCemeteryMap,Published by <a href="../partners/107.php">Utah State Archives</a>,</p>%newline% </p>%newline%,<img src="../images/collection_images/collection2286.jpg" alt="Cedar City &amp; Cemetery Map%comma% 1902" height ="250" width="250" align= "right" style="max-width: 250px; height: auto; margin: 1%; display: block; ">,<amp-img src="../images/collection_images/collection2286.jpg" alt="Cedar City &amp; Cemetery Map%comma% 1902" height ="250" width="250" layout = "responsive"></amp-img>,<a href="http://images.archives.utah.gov/cdm/ref/collection/28279/id/0" target="_blank"><em>Cedar City & Cemetery Map%comma% 1902 </em></a>,%newline%<a href=" http://utah-primoprod.hosted.exlibrisgroup.com/primo_library/libweb/action/search.do?tab=default_tab&mode=Advanced&scp.scps=scope:(mw)&vid=MWDL&indx=1&dum=true&srt=rank&frbg=&fn=search&ct=search&vl(1UI1)=exact&vl(35820410UI1)=lsr13&vl(freeText1)=Cedar+City+(Utah)+City+and+Cemetery+Map">Browse all records in Cedar City (Utah) City and Cemetery Map</a></p>,
115
