Collection Number,Passed Inspection,Note,Title,Publisher,Article Text,Article Image,Image Height,Image Length,Image Description,,,,,,,,,,,
1070,TRUE,1070.php has been marked for review (Null image) (Null Article Text),Historic Ricks College Viking Scroll 2,Brigham Young University-Idaho,</p>%newline%,collection1070.jpg,,,Historic Ricks College Viking Scroll 1,,,,,,,,,,,
1071,TRUE,,Brigham Young University Historical Photographs: Walter M. Camp Collection,Brigham Young University - Harold B. Lee Library,</p>%newline%The Walter Mason Camp digital collection includes 86 photographic images%comma% centering on Camp's interest in the Indian Wars of North America occurring between1865 and 1890. These images%comma% from the larger collection of 218 photographs housed in the L. Tom Perry Special Collections%comma% are a significant contribution to further study of Native American Wars.</p>%newline%,collection1071.jpg,273,172,Red Cloud,,,,,,,,,,,
1072,TRUE,,Trails of Hope: Overland Images 1846-1869,Brigham Young University - Harold B. Lee Library,</p>%newline%Trails of Hope: Overland Diaries and Letters%comma% 1846–1869 is a collection of the original writings of 49 voyagers on the Mormon%comma% California%comma% Oregon%comma% and Montana trails who wrote while traveling on the trail. Some diarists speak with uncommon eloquence and others with maddening brevity%comma% while telling their stories of persistence and pain%comma% birth and death%comma% God and gold%comma% dust and debris%comma% bugs and buffalo%comma% love and laughter%comma% and trail tedium. Accompanying the original diary images and their searchable transcripts are 43 contemporary maps, seven trail guides, 82 photographs%comma% watercolors and art sketches, four essays on the Mormon and California trails%comma% maps and trail guides.</p>%newline%,collection1072.jpg,236,310,Chimney Rock near Bayard%comma% Neb.,,,,,,,,
1073,TRUE,,Journal of Discourses,Brigham Young University - Harold B. Lee Library,</p>%newline%Published from 1853 to 1886%comma% this periodical contains stenographic reports of sermons of the LDS Church authorities. The discourses cover all aspects of Mormon life%comma% although most are doctrinal in nature.</p>%newline%,collection1073.jpg,528,326,Vol. 22 Journal of Discourses,,,,,,,,,,,
1074,TRUE,,Journal of East Asian Libraries,Brigham Young University - Harold B. Lee Library,</p>%newline%The Journal of East Asian Libraries is published twice a year by the Council on East Asian Libraries of the Association for Asian Studies. It publishes reports and scholarly articles related to East Asian libraries and to the history and profession of East Asian librarianship. The February issue is made up of reports, the October issue is made up of peer-reviewed journal articles.</p>%newline%,collection1074.jpg,414,309,No. 134 Journal of East Asian Libraries,,,,,,,,,,
1075,TRUE,,Journal of Microfinance,Brigham Young University - Harold B. Lee Library,</p>%newline%The Journal of Microfinance%comma% which has transitioned to the ESR Review%comma% is an exciting forum for practitioners and researchers interested in microfinance and other topics relating to economic development principles. The Journal's purpose is to help shape and advance the field by presenting articles on innovative approaches%comma% lessons learned%comma% empirical studies%comma% and essays that represent the broad spectrum of views the field of economic self-reliance in the United States and abroad.</p>%newline%,collection1075.jpg,412,256,Vol. 01 No. 1 Journal of Microfinance,,,,,,,,,,,
1076,TRUE,,Trails of Hope: Overland Maps 1846-1869,Brigham Young University - Harold B. Lee Library,</p>%newline%Trails of Hope: Overland Diaries and Letters%comma% 1846–1869 is a collection of the original writings of 49 voyagers on the Mormon%comma% California%comma% Oregon%comma% and Montana trails who wrote while traveling on the trail. Some diarists speak with uncommon eloquence and others with maddening brevity%comma% while telling their stories of persistence and pain%comma% birth and death%comma% God and gold%comma% dust and debris%comma% bugs and buffalo%comma% love and laughter%comma% and trail tedium. Accompanying the original diary images and their searchable transcripts are 43 contemporary maps, seven trail guides, 82 photographs%comma% watercolors and art sketches, four essays on the Mormon and California trails%comma% maps and trail guides.</p>%newline%,collection1076.jpg,264,354,1860 Map exhibiting the routes between Fort Dalles and the Great Salt Lake,,,,,,,,
1077,TRUE,,Marcus Bach,Brigham Young University - Harold B. Lee Library,</p>%newline%Marcus Bach works related to philosophy and spiritual understanding including books and his Outreach Newsletter.</p>%newline%,collection1077.jpg,562,361,Report to Protestants,,,,,,,,,,,
1078,TRUE,,Marcus Bach Outreach,Brigham Young University - Harold B. Lee Library,</p>%newline%Browse editions of Marcus Bach's inspirational newsletter.</p>%newline%,collection1078.jpg,340,263,Outreach no. 099,,,,,,,,,,,
1079,TRUE,,Marriage and Families,Brigham Young University - Harold B. Lee Library,</p>%newline%Marriage & Families is a journal for young couples%comma% husbands & wives%comma% parents%comma% and professionals including educators%comma% counselors%comma% therapists%comma% psychologists%comma% physicians%comma% social workers%comma% nurses%comma% public health people%comma% teachers%comma% clergy%comma% experts in family law%comma% and everyone interested in marriage and families. This periodical was published from 1999-2006 by the School of Family Life at Brigham Young University. The last issue of Marriage & Families was Vol. 18%comma% No. 1 (2006).</p>%newline%,collection1079.jpg,340,263,No. 12 (Spring 2004) Marriage & Families,,,,,,,,,,,
1080,FALSE,1080.php has been marked for review (Null partner) (Null image) (Null browse link),Brigham Young University-Idaho Miscellaneous Books,Brigham Young University-Idaho,"</p>%newline%<p style=""font-size:18px"">This collection is no longer available in the Mountain West Digital Library but can be found in Brigham Young University's Digital Collections at </p>%newline%",,,,http://contentdm.lib.byu.edu/cdm/search/collection/MiscellaneousBooks,,,,,,,,,,,
1082,TRUE,,Mormon Pacific Historical Society,Brigham Young University-Hawaii,"</p>%newline%The Mormon Pacific Historical Society was founded in 1978 by Lance D. Chase and Kenneth W. Baldridge at Brigham Young University-Hawaii to foster the study and recording of LDS Church history in Hawaii and the Pacific Islands. Annual meetings were held at various locations and papers were presented%comma% displays prepared%comma% and local folks ""talk story"" about events in local LDS history. All of these were then transcribed and/or published in the organization's Proceedings.</p>%newline%",collection1082.jpg,502,388,No. 22 Mormon Pacific Historical Society,,,,,,,,,,,
1083,FALSE,1083.php has been marked for review (Null partner) (Null browse link),New World Archaeological Foundation,Brigham Young University - Harold B. Lee Library,"</p>%newline%The NWAF papers are reports of field work and of studies of subjects related to Mesoamerican (southern Mexico%comma% Guatemala%comma% Belize%comma% El Salvador and western Honduras) archaeology. The Papers are written by archaeologists as reports of their work. The Papers are published irregularly as the reports are completed.</p>%newline% <a href=""http://contentdm.lib.byu.edu/cdm/compoundobject/collection/NWAF/id/15410/rec/14"" target=""_blank"">Early Complex Society in Pacific Guatemala<br> </a>Brigham Young University - Harold B. Lee Library</p>%newline%<p style=""font-size:18px""> This collection is no longer available in Mountain West Digital Library but can be found in Brigham Young University's Digital Collections at </p>%newline%<p style=""font-size:18px""><a href=""http://lib.byu.edu/digital/nwaf/"">http://lib.byu.edu/digital/nwaf/ </a><a href=""http://lib.byu.edu/digital/nwaf/""></a></p>",collection1083.jpg,437,306,Early Complex Society in Pacific Guatemala,,,,,,,,,,,
1084,FALSE,1084.php has been marked for review (Null partner) (Null image) (Null image description) (Null browse link),Nineteenth Century Mormon Publications: 1847 to 1877,Brigham Young University - Harold B. Lee Library,"<p></p>%newline%<p>%newline% <!--            No Description 1-23-13 %return%%newline%--> </p>%newline%<p style=""font-size:18px""> This collection is no longer available. </p>",,,,,,,,,,,,,,,
1085,TRUE,1085.php has been marked for review (Null image) (Null Article Text),Mormon Publications: 19th and 20th Centuries,Brigham Young University - Harold B. Lee Library,</p>%newline%,collection1085.jpg,,,Nineteenth Century Mormon Publications: 1847 to 1877,,,,,,,,,,,
1086,TRUE,,Brigham Young University Campus Photographs,Brigham Young University - Harold B. Lee Library,</p>%newline%This collection contains historical photographs that document campus life at Brigham Young University%comma% Brigham Young University-Idaho%comma% and Brigham Young University-Hawaii. Images include student life%comma% athletic competition%comma% campus buildings%comma% portraits of individuals%comma% aerial shots of the various campuses%comma% and other views of life on a university campus.</p>%newline%,collection1086.jpg,239,356,1st Board of Trustees,,,,,,,,,,,
